Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,AB,G,AVG,wOBA,xWOBA,2B,HR,K%,BB%,ExitVel,Air EV,90thExitVel,MinMxExitVel,LaunchAng,LA10-30%,EV95+LA10-30%,Swing%,InZoneSwing%,Z-Contact%,Chase%,SwStrk%,Miss vs 93+ FB,xSLG vs 93+ FB,Miss vs 83+Spin,xSLG vs 83+ Spin,O-Contact%,HardHit%,Contact%
1,1116320512,L. Lesch,Luke Lesch,Lesch,Luke,1B,Rider University,RID,730174976,Rider,BBC,L,R,752,211,2,0.275,0.356,0.321,7,11,24.80%,8.40%,83.4,85.2,102.7,106.8,14.9,36.40%,18.20%,40.60%,58.30%,87.30%,27.30%,8.10%,-,-,0.00%,0.94,52.10%,36%,80.00%
1,1246350080,B. Skettini,Brian Skettini,Skettini,Brian,C,Rider University,RID,730174976,Rider,BBC,R,R,638,178,0,0.264,0.33,0.306,7,3,8.90%,7.50%,86.5,87.1,100.4,105.4,11.9,21.20%,7.70%,42.60%,53.70%,96.60%,24.40%,3.40%,-,-,-,-,87.90%,31%,91.90%
1,1126988544,C. Harper,Carlton Harper,Harper,Carlton,OF,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,L,R,471,125,0,0.304,0.343,0.201,2,1,8.10%,13.40%,72.6,-,86.7,70.1,-18,22.20%,0.00%,39.70%,61.90%,100.00%,25.60%,3.20%,0.00%,-,-,-,90.00%,0%,92.00%
1,1140360960,R. Horner,Riley Horner,Horner,Riley,TWP,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,276,56,9,0.161,0.289,0.217,0,0,17.40%,24.40%,80.4,78.4,85.9,78.4,0.5,0.00%,0.00%,25.00%,50.00%,83.30%,30.00%,1.80%,-,0,-,0,66.70%,0%,92.80%
1,1203476480,S. Surrett,Seth Surrett,Surrett,Seth,OF,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,L,R,858,193,0,0.306,0.389,0.298,11,2,13.80%,16.60%,84.3,88.4,97.8,98.6,11.6,41.70%,16.70%,35.00%,51.40%,88.90%,15.70%,3.60%,100.00%,0,-,-,50.00%,17%,89.70%
1,1203477504,B. Boekhout,Bentley Boekhout,Boekhout,Bentley,1B,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,L,L,361,100,0,0.19,0.261,0.14,2,1,21.90%,14.80%,65.7,-,82.8,19.9,-3.8,0.00%,0.00%,41.60%,80.00%,50.00%,30.00%,7.50%,50.00%,0,-,-,50.00%,0%,82.00%
1,1279825152,J. Power,Jack Power,Power,Jack,1B,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,L,R,418,110,0,0.191,0.287,0.23,6,3,29.50%,10.60%,89,90.1,100.7,102.7,8,42.90%,28.60%,35.20%,65.20%,53.30%,27.80%,9.60%,50.00%,0.017,-,-,46.70%,43%,72.80%
1,1311637760,D. Mayes II,Derrick Mayes II,Mayes II,Derrick,OF,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,S,R,309,96,0,0.229,0.268,0.171,4,0,16.40%,6.40%,68.2,62.1,85.1,92.8,4.8,14.30%,0.00%,46.30%,60.00%,88.90%,25.00%,7.40%,-,0,-,0,62.50%,0%,83.90%
1,1116675328,B. Sorensen,Bailyn Sorensen,Sorensen,Bailyn,C,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,281,65,0,0.169,0.243,0.089,4,1,35.20%,8.50%,59.1,-,71.5,-,-33.3,0.00%,0.00%,41.60%,44.40%,75.00%,18.80%,16.40%,-,-,-,-,66.70%,0%,60.70%
1,1225459200,C. Garcia,Christian Garcia,Garcia,Christian,OF,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,718,167,0,0.257,0.364,0.322,9,5,17.00%,12.70%,81.9,84.9,99.8,101.1,9.7,11.10%,3.70%,38.70%,70.70%,80.50%,28.20%,6.50%,26.70%,0.629,66.70%,0,69.00%,30%,83.10%
1,1083132928,W. Marcy,Will Marcy,Marcy,Will,CF,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,376,83,0,0.277,0.355,0.248,2,3,18.80%,10.90%,78.1,81.6,100.5,104.2,8.4,20.70%,10.30%,39.90%,61.80%,90.70%,23.80%,7.70%,0.00%,0.172,0.00%,0.046,59.20%,26%,80.70%
1,1167270144,J. Taussig,James Taussig,Taussig,James,RF,Radford University,RAD,730267392,Radford,BBC,L,R,301,78,0,0.308,0.386,0.226,4,4,24.70%,11.20%,85.8,87.5,101.6,104.4,12,25.00%,15.60%,46.50%,66.70%,82.00%,30.30%,15.00%,0.00%,0.05,-,-,47.20%,34%,67.90%
1,1180823808,A. Haba,Alex Haba,Haba,Alex,IF,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,472,185,0,0.368,0.444,0.311,17,5,9.20%,8.30%,80.9,94.2,94.2,94.2,3.5,33.30%,0.00%,49.60%,75.00%,100.00%,60.00%,5.70%,-,-,-,0,33.30%,0%,88.50%
1,1227440896,B. Dolbashian,Braydon Dolbashian,Dolbashian,Braydon,IF,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,426,144,0,0.229,0.297,0.137,8,2,22.80%,11.10%,74.5,-,74.5,-,-20,0.00%,0.00%,42.50%,85.70%,83.30%,25.00%,7.70%,33.30%,-,0.00%,0,50.00%,0%,81.80%
1,1287279104,C. Gemelli,Christian Gemelli,Gemelli,Christian,OF,Merrimack College,MRMK,730295552,Merrimack,BBC,L,R,272,92,0,0.25,0.359,0.106,4,5,21.80%,15.50%,-,-,-,-,-,-,-,36.00%,-,100.00%,-,4.80%,-,-,-,0,-,-,86.70%
1,1082860800,K. Putsky,Kevin Putsky,Putsky,Kevin,OF,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,L,L,381,75,0,0.333,0.452,0.358,5,3,10.90%,19.80%,83.6,86.3,94.8,94.8,5.6,40.00%,0.00%,35.20%,54.50%,66.70%,25.90%,6.30%,-,-,-,-,42.90%,0%,82.10%
1,1133095680,L. Longo,Luke Longo,Longo,Luke,C,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,603,139,0,0.245,0.337,0.152,5,5,24.80%,12.70%,84.9,82.4,98.5,101.2,23.7,30.00%,10.00%,41.00%,71.40%,68.00%,25.40%,10.60%,100.00%,0.054,-,-,50.00%,30%,74.10%
1,1133096192,A. Choi,Albert Choi,Choi,Albert,LF,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,801,215,0,0.288,0.366,0.238,12,6,13.70%,12.10%,76.7,87.2,91.3,96,6.2,28.60%,0.00%,45.90%,72.40%,90.50%,22.60%,7.60%,50.00%,0.114,-,-,78.90%,10%,83.40%
1,1166183680,R. Ortiz,Ray Ortiz,Ortiz,Ray,SS,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,518,101,0,0.257,0.352,0.246,5,3,34.40%,16.00%,81.8,81,95.7,99,23.9,45.50%,9.10%,38.20%,68.20%,66.70%,28.20%,11.80%,-,-,-,-,63.60%,18%,69.20%
1,1256876800,C. Price,Connor Price,Price,Connor,C,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,261,68,0,0.191,0.267,0.126,3,2,35.90%,9.00%,90.4,90.4,97.2,97.2,32.7,50.00%,50.00%,37.20%,50.00%,75.00%,26.70%,7.70%,-,-,-,-,50.00%,50%,79.40%
1,1294411008,L. Galdoni,Lukas Galdoni,Galdoni,Lukas,1B,Butler University,BUT,730283520,Butler,BBC,L,R,239,55,16,0.145,0.306,0.21,1,4,34.30%,17.90%,100.6,-,100.6,100.6,19.7,100.00%,100.00%,34.70%,42.90%,66.70%,30.00%,12.60%,-,0,-,0,0.00%,100%,63.90%
1,1127405056,A. Turner,Austin Turner,Turner,Austin,OF,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,L,L,616,167,0,0.281,0.392,0.157,6,4,23.40%,21.10%,82.5,82.5,82.7,82.7,40.1,50.00%,0.00%,32.50%,63.20%,58.30%,21.70%,5.00%,80.00%,0,-,-,40.00%,0%,84.50%
1,1163041024,H. Gilliland,Hayden Gilliland,Gilliland,Hayden,C,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,L,R,447,147,0,0.313,0.396,0.21,6,5,14.80%,17.00%,76.1,89.4,92.7,96.8,3.5,14.30%,0.00%,38.90%,61.50%,75.00%,17.90%,4.50%,-,-,-,-,60.00%,14%,88.50%
1,1127173888,D. McIntyre,Dominick McIntyre,McIntyre,Dominick,OF,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,445,102,0,0.196,0.243,0.312,1,0,26.60%,10.90%,86,-,99,99,-3.1,0.00%,0.00%,40.90%,60.00%,66.70%,0.00%,11.70%,50.00%,-,-,-,-,50%,71.40%
1,1154745600,C. Cook,Cal Cook,Cook,Cal,1B,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,350,72,0,0.208,0.291,0.242,3,0,24.70%,11.80%,69.8,67.5,100.3,103.2,-0.6,18.20%,9.10%,43.10%,55.30%,76.20%,27.90%,13.40%,66.70%,0.062,-,-,64.70%,45%,68.90%
1,1202726656,J. Lane,Jonathan Lane,Lane,Jonathan,2B,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,685,184,0,0.277,0.337,0.232,8,5,20.10%,9.10%,69.8,94.1,97.1,98.1,-21.6,28.60%,14.30%,51.10%,88.90%,81.30%,46.20%,12.30%,-,0,50.00%,0,33.30%,29%,76.00%
1,1253554432,Z. Majer,Zak Majer,Majer,Zak,P,University of North Alabama,UNA,730266624,North Alabama,BBC,L,L,246,64,0,0.25,0.28,0.253,3,0,27.40%,6.80%,80.3,83.2,100.1,100.1,-5,50.00%,16.70%,52.00%,90.90%,70.00%,31.60%,16.30%,100.00%,0,-,-,0.00%,33%,68.80%
1,1103750912,G. Hill,Garret Hill,Hill,Garret,IF,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,305,71,0,0.225,0.317,0.305,4,0,30.80%,17.60%,92.6,91.9,102.8,102.8,10.3,41.70%,8.30%,36.10%,70.90%,74.40%,16.70%,11.50%,40.00%,0.204,50.00%,0.259,38.50%,50%,68.20%
1,1156586752,W. Busch,Will Busch,Busch,Will,C,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,305,108,0,0.287,0.349,0.237,7,2,20.80%,9.60%,76.6,77.8,100.7,98,5.3,22.20%,5.60%,41.00%,82.40%,89.30%,35.70%,4.60%,0.00%,0.193,0.00%,0.963,46.70%,22%,88.80%
1,1224948992,C. Schwabe,Cadyn Schwabe,Schwabe,Cadyn,OF,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,R,498,170,0,0.282,0.323,0.285,5,0,10.80%,8.80%,72.2,72.5,90.1,93.3,6.3,34.40%,0.00%,44.20%,60.00%,94.40%,22.70%,2.60%,7.10%,0.603,0.00%,-,70.00%,0%,94.10%
1,1253971968,J. Steil,Jack Steil,Steil,Jack,IF,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,317,68,0,0.176,0.249,0.233,2,1,30.50%,12.20%,83,81.8,101.2,104.5,7,30.30%,15.20%,39.40%,60.90%,75.70%,23.20%,13.90%,50.00%,0.202,71.40%,0.004,39.50%,30%,64.80%
1,1145826304,R. Burford,Reagan Burford,Burford,Reagan,IF,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,455,105,0,0.257,0.32,0.262,8,3,24.80%,9.10%,87,94,99.5,104,8.4,36.50%,19.00%,43.10%,67.70%,77.50%,24.00%,12.50%,34.80%,0.727,30.00%,0.093,59.20%,33%,70.90%
1,1180853248,J. Powell,Joe Powell,Powell,Joe,C,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,646,141,0,0.319,0.42,0.308,12,5,23.50%,13.30%,87.4,88.4,100.8,104.8,18,34.20%,15.20%,40.70%,69.20%,81.30%,20.20%,9.90%,22.20%,0.374,83.30%,0,60.70%,29%,75.70%
1,1225167104,L. Jensen,Levi Jensen,Jensen,Levi,C,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,567,129,0,0.225,0.278,0.253,5,1,18.80%,10.10%,83.6,75.1,97.8,98.8,14.4,36.40%,9.10%,39.50%,63.90%,91.30%,18.40%,6.30%,25.00%,0.068,0.00%,-,55.60%,27%,83.90%
1,1204039680,D. Corona,Danny Corona,Corona,Danny,IF,Wake Forest University,WAKE,730373376,Wake Forest,BBC,L,R,795,181,0,0.265,0.333,0.289,7,5,22.20%,10.20%,85.4,87.9,101.6,106.9,7.5,32.30%,17.70%,42.50%,67.30%,85.10%,25.20%,9.30%,10.50%,0.525,16.70%,0.352,66.70%,38%,78.10%
1,1164553472,C. Veach,Chris Veach,Veach,Chris,TWP,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,173,59,0,0.322,0.402,0.452,4,2,19.10%,13.20%,89.8,87.2,102,103.5,11.7,25.00%,16.70%,43.90%,75.90%,59.10%,22.50%,9.80%,66.70%,3.807,0.00%,-,44.40%,25%,77.60%
1,1116317952,J. Ventresca,Joey Ventresca,Ventresca,Joey,P,Monmouth University,MONM,4164,Monmouth,BBC,L,R,737,178,2,0.275,0.358,0.332,13,4,20.50%,14.40%,84.5,91,99.3,100.8,15,25.00%,12.50%,41.70%,56.50%,69.20%,32.40%,9.10%,100.00%,-,50.00%,0,50.00%,50%,78.20%
1,1116318464,J. Harmstead,James Harmstead,Harmstead,James,IF,Monmouth University,MONM,4164,Monmouth,BBC,R,R,760,203,0,0.271,0.402,0.255,13,18,27.70%,9.50%,88.6,94.4,108.6,108.6,-1.3,35.70%,21.40%,45.90%,83.30%,75.00%,38.40%,13.40%,100.00%,0,0.00%,0.437,57.60%,36%,70.80%
1,1274236416,C. Caufield,Casey Caufield,Caufield,Casey,2B,Monmouth University,MONM,4164,Monmouth,BBC,L,R,892,182,0,0.28,0.354,0.379,7,1,14.20%,17.70%,85.3,83.7,92.9,97.8,2.5,27.80%,11.10%,34.20%,61.50%,95.80%,24.30%,3.70%,-,-,-,-,94.40%,11%,89.20%
1,1274237696,C. Andrews,Chris Andrews,Andrews,Chris,LF,Monmouth University,MONM,4164,Monmouth,BBC,R,R,489,117,0,0.205,0.27,0.199,2,0,26.20%,15.60%,78.2,78.9,99,96.4,-6,0.00%,0.00%,37.60%,56.50%,76.90%,33.80%,7.20%,-,-,75.00%,0.016,58.30%,25%,81.00%
1,1286797568,A. Beaman,Alec Beaman,Beaman,Alec,IF,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,529,141,0,0.255,0.322,0.169,7,1,24.10%,12.90%,65.5,83.8,83.8,83.8,-4.5,33.30%,0.00%,39.90%,66.70%,75.00%,38.90%,9.80%,66.70%,0,100.00%,0,42.90%,0%,75.40%
1,1226676992,E. Smith,Evan Smith,Smith,Evan,CF,West Virginia University,WVU,5327,West Virginia,BBC,L,R,193,37,0,0.189,0.345,0.282,4,1,24.00%,18.00%,84.9,87.7,95.1,98.4,19,33.30%,11.10%,43.00%,73.20%,82.90%,26.70%,9.80%,0.00%,0.097,0.00%,0.026,66.70%,17%,77.10%
1,1314592768,S. Wockley,Shane Wockley,Wockley,Shane,1B,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,L,384,95,0,0.242,0.342,0.134,3,3,29.80%,14.00%,-,-,-,-,-,-,-,38.00%,66.70%,50.00%,12.50%,13.80%,-,0,-,-,0.00%,-,63.70%
1,1232132608,H. Lehnertz,Hudson Lehnertz,Lehnertz,Hudson,IF,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,201,73,0,0.233,0.316,0.518,4,1,14.80%,11.40%,93.5,-,96.5,96.5,0.1,50.00%,50.00%,39.80%,66.70%,100.00%,25.00%,3.00%,-,0,-,0,0.00%,50%,92.50%
1,1179976192,I. Aguirre,Ivan Aguirre,Aguirre,Ivan,2B,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,277,79,2,0.253,0.351,0.292,3,0,16.00%,19.80%,81,82,94.6,94.6,-0.6,25.00%,0.00%,31.00%,60.00%,90.50%,11.10%,1.10%,-,0,-,0,66.70%,13%,96.50%
1,1143043841,T. Lipsey,Trey Lipsey,Lipsey,Trey,RF,The Ohio State University,OSU,4144,Ohio State,BBC,L,R,707,165,0,0.291,0.415,0.334,6,7,9.70%,15.00%,79.2,77.1,96.7,104,19.4,23.80%,10.00%,38.90%,64.80%,93.20%,19.50%,5.40%,6.30%,0.18,40.00%,-,64.00%,16%,86.20%
1,1143524608,H. Thomas,Hank Thomas,Thomas,Hank,1B,The Ohio State University,OSU,4144,Ohio State,BBC,L,R,232,60,0,0.233,0.32,0.263,3,1,35.70%,10.00%,83.1,89.9,98,104.2,16.5,37.50%,25.00%,42.20%,77.30%,70.60%,37.50%,12.90%,25.00%,0.434,100.00%,0,16.70%,38%,69.40%
1,1245436160,R. Anderson,Reece Anderson,Anderson,Reece,OF,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,249,97,0,0.237,0.282,0.241,2,0,21.70%,9.60%,80,83.1,94.1,94.3,21.1,62.50%,0.00%,45.40%,72.70%,100.00%,55.60%,6.80%,-,-,-,-,80.00%,0%,85.00%
1,1186325760,J. Sagedahl,Jordan Sagedahl,Sagedahl,Jordan,IF,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,317,103,1,0.194,0.298,0.099,7,3,36.70%,10.80%,-,-,-,-,-,-,-,31.20%,71.40%,40.00%,0.00%,5.70%,-,-,-,-,-,-,81.80%
1,1172325120,B. Richartz,Brigs Richartz,Richartz,Brigs,LF,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,336,169,0,0.26,0.291,0.154,7,3,13.20%,3.80%,79.9,71,90.8,94.7,8.2,37.50%,0.00%,60.10%,50.00%,83.30%,75.00%,6.50%,0.00%,0.337,-,-,52.40%,0%,89.10%
1,1172325888,M. Moris,Max Moris,Moris,Max,C,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,382,151,0,0.258,0.291,0.222,5,1,16.70%,6.30%,77.3,84.4,89.2,92.2,17,44.40%,0.00%,46.60%,66.70%,83.30%,13.60%,5.50%,0.00%,0.158,0.00%,0.1,66.70%,0%,88.20%
1,1334300928,J. Vos,Joe Vos,Vos,Joe,CF,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,L,145,44,1,0.159,0.191,0.125,1,0,34.00%,6.00%,94.5,93.7,95.9,95.9,28,33.30%,33.30%,37.90%,42.90%,66.70%,27.30%,8.30%,-,-,-,-,100.00%,33%,78.20%
1,1334301184,B. Vujovich,Ben Vujovich,Vujovich,Ben,RF,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,387,130,0,0.285,0.37,0.323,6,5,24.00%,10.40%,89,83.1,99.8,100.2,11.8,45.50%,9.10%,44.20%,73.90%,94.10%,42.90%,7.00%,0.00%,0.206,0.00%,0.116,58.30%,36%,84.20%
1,1160908032,I. Weems,Irvin Weems,Weems,Irvin,LF,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,678,157,0,0.293,0.372,0.413,8,5,13.30%,9.60%,98.9,97.5,100.5,100.5,22.1,57.10%,57.10%,45.70%,92.30%,100.00%,26.70%,10.50%,-,-,100.00%,0,25.00%,86%,77.10%
1,1160909568,S. Montoya,Shaun Montoya,Montoya,Shaun,RF,San Diego State University,SDSU,730218496,San Diego State,BBC,L,R,597,134,0,0.284,0.318,0.269,3,0,16.00%,9.90%,79.4,78.2,95.1,95.5,11.9,18.80%,6.30%,46.10%,68.60%,87.50%,23.90%,9.20%,-,-,-,-,54.50%,13%,80.00%
1,1276745217,T. Bethancourt,Tino Bethancourt,Bethancourt,Tino,IF,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,555,117,0,0.248,0.349,0.481,5,1,19.40%,17.40%,92.7,92,101.7,104,14,50.00%,50.00%,43.20%,55.00%,72.70%,15.40%,12.10%,-,-,-,-,50.00%,75%,72.10%
1,1140293120,M. Grace,Mason Grace,Grace,Mason,C,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,209,58,0,0.328,0.341,0.194,3,0,20.60%,3.20%,80.3,64.4,102.2,103.3,3.9,11.10%,0.00%,53.10%,92.90%,92.30%,34.50%,12.90%,-,-,50.00%,0.036,40.00%,33%,75.70%
1,1161063936,S. McLeod,Sean McLeod,McLeod,Sean,2B,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,382,92,0,0.207,0.281,0.27,4,1,22.50%,10.80%,79.7,66.9,95.6,98,13.4,22.20%,0.00%,41.60%,75.00%,93.30%,36.70%,12.00%,0.00%,0.594,100.00%,-,54.50%,22%,71.10%
1,1088078080,S. Stephens,Sean Stephens,Stephens,Sean,OF,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,450,112,0,0.277,0.338,0.283,4,3,23.10%,10.80%,84.1,91.4,104.5,104.5,-7.7,26.70%,20.00%,48.00%,71.10%,78.10%,22.00%,14.40%,-,-,75.00%,0.051,33.30%,33%,69.90%
1,1265289216,C. Weissenborn,Chase Weissenborn,Weissenborn,Chase,SS,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,617,139,0,0.273,0.32,0.266,7,0,26.30%,8.80%,82.1,83.7,99.3,101.8,25.1,40.00%,16.00%,43.40%,72.10%,76.00%,22.70%,11.80%,75.00%,0,100.00%,0,63.60%,24%,72.80%
1,1163024128,N. Blasick,Nathan Blasick,Blasick,Nathan,IF,West Virginia University,WVU,5327,West Virginia,BBC,L,R,300,59,0,0.271,0.404,0.374,3,3,27.60%,17.10%,92.5,93.7,106.6,112.6,19.9,30.00%,26.70%,37.00%,63.20%,81.70%,19.60%,12.70%,33.30%,1.041,66.70%,0,35.50%,43%,65.80%
1,1163807232,M. Useche,Miguel Useche,Useche,Miguel,C,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,791,170,0,0.288,0.36,0.191,16,3,13.30%,11.30%,90.4,92,96.3,96.3,-1.7,22.20%,0.00%,43.90%,73.50%,72.00%,14.30%,9.10%,42.90%,0.193,50.00%,-,16.70%,22%,79.30%
1,1198103808,I. Williams,Issac Williams,Williams,Issac,OF,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,774,181,0,0.271,0.361,0.192,8,9,24.90%,9.10%,78.3,72.1,99.3,104.6,-3,26.70%,13.30%,45.10%,68.00%,79.40%,35.00%,12.40%,33.30%,0.042,16.70%,0.095,57.10%,20%,72.50%
1,1303784448,D. Hurst,Dalton Hurst,Hurst,Dalton,2B,Florida International University,FIU,4468,Florida International,BBC,S,R,128,47,0,0.106,0.225,0.181,0,0,24.60%,16.40%,63.9,-,63.9,-,-30.4,0.00%,0.00%,30.50%,50.00%,100.00%,50.00%,3.10%,-,0,-,-,0.00%,0%,89.70%
1,1116593920,A. Guidry,Andrew Guidry,Guidry,Andrew,C,University of New Orleans,UNO,5380,New Orleans,BBC,L,R,286,69,0,0.261,0.338,0.309,5,1,18.50%,11.10%,76.8,73.8,89.6,89.6,25.4,22.20%,0.00%,42.00%,93.30%,85.70%,27.30%,8.40%,33.30%,0.15,-,-,50.00%,0%,80.00%
1,1233391872,B. Drawbaugh,Brady Drawbaugh,Drawbaugh,Brady,OF,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,546,171,0,0.234,0.313,0.117,8,5,29.30%,10.10%,78.5,-,78.5,-,-23.7,0.00%,0.00%,40.70%,100.00%,60.00%,20.00%,9.90%,-,0,-,-,50.00%,0%,75.70%
1,1181199360,S. Trinidad,Sebastian Trinidad,Trinidad,Sebastian,IF,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,329,77,0,0.273,0.329,0.283,6,1,17.80%,12.20%,87.9,88.3,92.7,95.3,15.9,33.30%,8.30%,42.60%,75.00%,91.70%,23.50%,8.50%,0.00%,0.133,-,-,75.00%,8%,80.00%
1,1256293120,C. Modgling,Cole Modgling,Modgling,Cole,OF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,173,50,0,0.28,0.359,0.215,1,0,31.30%,10.90%,88.7,-,88.7,88.7,5.2,0.00%,0.00%,34.70%,66.70%,75.00%,50.00%,8.10%,-,-,-,-,50.00%,0%,76.70%
1,1283260672,S. Jones,Scott Jones,Jones,Scott,OF,Butler University,BUT,730283520,Butler,BBC,R,R,577,169,0,0.249,0.306,0.211,6,2,17.90%,5.60%,73,76,94.2,94.5,1.4,20.00%,0.00%,49.20%,73.90%,79.40%,35.10%,7.80%,0.00%,-,60.00%,0.025,63.00%,5%,84.20%
1,1160392448,K. Dodson,Kenny Dodson,Dodson,Kenny,IF,Canisius College,CAN,730218752,Canisius,BBC,R,R,252,62,0,0.306,0.37,0.364,2,1,14.30%,14.30%,72.9,73.7,84.8,93.2,3.4,33.30%,0.00%,37.30%,71.40%,95.00%,15.90%,4.00%,-,-,-,-,85.70%,0%,89.40%
1,1084030208,T. Banks,Teo Banks,Banks,Teo,TWP,Tulane University,TULN,730354176,Tulane,BBC,R,R,280,63,2,0.317,0.411,0.229,5,2,31.10%,8.10%,90.2,88.1,104.7,107.2,20.2,30.40%,17.40%,50.70%,75.60%,67.60%,29.80%,17.50%,66.70%,0,0.00%,0.217,50.00%,48%,65.50%
1,1207750656,G. Schulz,Gavin Schulz,Schulz,Gavin,3B,Tulane University,TULN,730354176,Tulane,BBC,R,R,416,94,0,0.255,0.346,0.289,8,2,17.90%,11.60%,82.8,85.7,100.6,103.8,15.6,26.90%,13.50%,45.20%,63.80%,87.60%,26.60%,8.90%,28.60%,0.571,20.00%,0.159,68.90%,23%,80.30%
1,1226675968,C. Tuft,Colin Tuft,Tuft,Colin,C,University of Virginia,UVA,5415,Virginia,BBC,R,R,365,96,0,0.292,0.357,0.211,1,1,15.40%,11.10%,81.2,73.3,96.4,96.4,2.4,42.10%,10.50%,42.70%,64.00%,84.40%,29.10%,8.20%,25.00%,0.139,33.30%,0.121,62.50%,21%,80.80%
1,1243375616,N. Booker,Narvin Booker,Booker,Narvin,CF,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,L,R,463,132,0,0.303,0.335,0.079,3,1,16.10%,7.70%,-,0,-,-,-,-,-,48.80%,-,100.00%,-,9.50%,-,0,-,0,-,-,80.50%
1,1264006912,B. Marget,Brady Marget,Marget,Brady,IF,Tulane University,TULN,730354176,Tulane,BBC,L,R,519,131,0,0.29,0.344,0.288,6,3,15.90%,9.90%,85.8,85.3,98.7,105.9,10.4,25.60%,8.10%,46.10%,72.00%,90.30%,28.90%,8.90%,30.80%,0.159,40.00%,0.122,65.70%,27%,80.80%
1,1304099840,J. Linn,Jackson Linn,Linn,Jackson,LF,Tulane University,TULN,730354176,Tulane,BBC,R,R,588,153,0,0.353,0.407,0.342,7,7,24.90%,8.10%,91.2,93.4,107.9,116.3,9.1,25.90%,17.60%,49.10%,77.80%,80.80%,32.50%,15.10%,31.30%,0.193,28.60%,0.161,50.60%,55%,69.20%
1,1311345920,M. Haas,Matthias Haas,Haas,Matthias,1B,Cal Poly,CP,5487,Cal Poly,BBC,R,R,429,113,0,0.265,0.329,0.312,3,4,22.20%,7.10%,83.5,87,102.1,108.6,4.7,22.90%,10.40%,43.60%,60.20%,85.00%,27.90%,9.60%,0.00%,0.523,0.00%,0.156,61.00%,31%,78.10%
